Hotel Name,Hotel ID
Dollar Inn - Indianapolis,144736
Marriott Indianapolis East,88171
Embassy Suites Indianapolis North,111623
Hyatt Place Indianapolis Airport,120794
Hilton Indianapolis,224259
Staybridge Suites Indianapolis - Fishers,223363
Residence Inn Indianapolis Downtown on the Canal,91577
Hampton Inn Indianapolis Dwtn Across from Circle Centre,111624
Hilton Garden Inn Indianapolis Downtown,287572
Marriott Indianapolis Downtown,223830
