Hotel Name,Hotel ID
Inn at the Market,100507
Alexis Hotel - a Kimpton Hotel,112412
Hotel Monaco Seattle - a Kimpton Hotel,100504
Mayflower Park,100542
The Fairmont Olympic Seattle,281828
Hotel Andra,100565
The Sorrento Hotel,100569
The Paramount Hotel,112429
Hotel Vintage Park - a Kimpton Hotel,100585
BEST WESTERN PLUS Pioneer Square Hotel,72572
