Hotel Name,Hotel ID
Four Seasons Hotel Chicago,114591
The Ritz-Carlton Chicago (A Four Seasons Hotel),111507
Marriott Chicago Midway,90762
Fairfield Inn & Suites Chicago Downtown,224036
The Peninsula Chicago,225105
The Talbott Hotel,87654
Hampton Inn & Suites Chicago - Downtown,111486
Hotel Monaco Chicago - a Kimpton Hotel,111492
Sofitel Chicago Water Tower,236299
Park Hyatt Chicago,87632
