Hotel Name,Hotel ID
The Donatello Hotel,81394
Omni San Francisco Hotel,224948
Hotel Drisco,80983
Four Seasons Hotel Los Angeles at Beverly Hills,76049
Bay Club Hotel & Marina,79868
"Country Inn & Suites By Carlson, San Diego North",80735
Hampton Inn San Diego Airport / SeaWorld,119732
Homewood Suites by Hilton San Jose-Silicon Valley,119644
Inn at the Opera,224956
Four Seasons Hotel San Francisco,224953
