Hotel Name,Hotel ID
Days Inn Downtown/Riverwalk,222987
Hampton Inn Austin - Arboretum Northwest,108980
Four Seasons Hotel Austin,114938
Magnolia Hotel Houston,266157
Adolphus Hotel,114942
BEST WESTERN PLUS Downtown Inn & Suites Houston,239853
BEST WESTERN PLUS Sunset Suites - Riverwalk,239912
The Magnolia Hotel Dallas,109413
The St. Regis Houston,107836
Warwick Melrose Hotel Dallas,98727
