Hotel Name,Hotel ID
"Hotel George, a Kimpton Hotel",120556
Sofitel Washington DC,235513
Park Hyatt Washington,84090
Carlyle Suites Hotel,84109
Four Seasons Washington D.C.,84065
Savoy Suites Hotel,84127
"The Ritz-Carlton, Georgetown",253068
"Topaz, a Kimpton Hotel",84047
The Fairmont Washington DC,217770
"Monaco Washington DC, a Kimpton Hotel",240907
