Hotel Name,Hotel ID
Hotel Commonwealth,258705
Four Seasons Hotel Boston,89585
Boston Harbor Hotel,89575
The Lenox Hotel,114134
Colonnade Hotel,94371
XV Beacon,94337
The Back Bay Hotel,321151
Marriott's Custom House,94344
Seaport Boston Hotel,94330
The Westin Copley Place,89617
