Hotel Name,Hotel ID
Hilton Garden Inn Baltimore / White Marsh,100407
Henderson's Wharf Inn,111408
Baltimore Marriott Waterfront,223983
Admiral Fell Inn,124839
Hampton Inn Baltimore / White Marsh,224642
Days Inn Inner Harbor,89331
Residence Inn Baltimore White Marsh,275870
Hampton Inn & Suites Baltimore Inner Harbor,309189
Renaissance Baltimore Harborplace Hotel,89358
Royal Sonesta Harbor Court Baltimore,89336
